,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd Packet Length Max,-0.1471122035398347,0.2502911064692493,0.02946736340480969,0.1547895012624846,0.36656184282399346,0.10031546109635207,0.44014828920589055,-0.12395565582053221,-0.012695865121397316,0.5808550205208419,1.0,-0.006116799683276133,0.8738971588740647,0.96714523103408,-0.06162760514515737,-0.08714077707484653,-0.09525634044077054,0.02514612068546515,0.2336529182872775,-0.00584584603864251,0.2452943505043235,-0.0660644557882773,0.06947175376675177,0.22799975142589415,-0.005578521878961834,0.41966505217668876,-0.0022833654314805066,0.07861622069944145,0.24638124830056954,-0.030340848753462147,-0.03574917152311599,,,,0.024227863087191374,-0.0013418094827913347,-0.08569651593725557,-0.021163719216915067,-0.12404845931412439,0.8630189237423168,0.21474926398596006,0.9149079377609912,0.8507936094271056,,-0.007014603496137823,-0.03574917152311599,,0.2094685612430434,-0.08257972292082427,-0.057477250050543854,,0.07717878643121309,0.12345717356765018,-0.01269586512139732,0.8738971588740647,,,,,,,0.02946736340480969,0.36656184282399346,0.1547895012624846,0.10031546109635207,0.4164983858602683,0.03542691862945557,0.11477417714559483,0.02749497214568776,0.1117758385627331,0.06006358230264189,0.09630629163223985,0.09567867939159241,0.2907584899549951,-0.05464972935877146,0.2294080793713921,0.3394350650794106
Bwd Packet Length Min,0.3298602375769023,-0.1630036711810758,-0.006134571730454551,-0.009219488146103544,-0.07801614019447217,-0.005606713095168635,-0.13936675788646882,-0.13358942513365582,-0.13810501443061196,-0.04950230639366817,-0.006116799683276133,1.0,0.1621623963420306,-0.07719721080717534,-0.08826770757950049,-0.12326210687871414,-0.15824302278035712,-0.15846461492862596,-0.14586646308458737,-0.007590373427882553,-0.16158667348635244,-0.15915155630879296,-0.15407445877935622,-0.14436978057457148,-0.007924299018997983,-0.099461242164846,-0.08254170018277576,-0.08661171082631215,-0.09306391150431599,0.06253344116723714,-0.01436669523476651,,,,0.028841332032198543,-0.042513031543302514,-0.12205969438873819,-0.021559480595306896,-0.133639083296727,-0.08536509002494459,-0.10606594640921262,0.0198134696345172,-0.027292258892315784,,-0.007468209634052053,-0.01436669523476651,,-0.24674569124149473,-0.08831811588098262,-0.07024083741853215,,0.23752049611399462,-0.10718109512023948,-0.13810501443061193,0.1621623963420306,,,,,,,-0.006134571730454551,-0.07801614019447219,-0.009219488146103546,-0.005606713095168634,-0.1684554649209826,-0.05229679688013573,-0.021400328059054383,0.03413764074979342,-0.042181963218410785,-0.044864619638374244,-0.0515230039324374,-0.02457029988328877,-0.13269957027830914,-0.1062173872919623,-0.14167903484400285,-0.11439804170382539
Bwd Packet Length Mean,-0.0698617625019715,0.11993491319609667,0.03468585566715204,0.19482738551561893,0.28693209463049707,0.15218107379244047,0.315063314605222,-0.127424840340719,-0.043386282878333585,0.4380586843074867,0.8738971588740647,0.1621623963420306,1.0,0.8598068334144262,-0.06704577817644865,-0.09453057180515571,-0.12511938613438778,-0.0438852289526271,0.1311625295740663,-0.0062310005772469946,0.11507983956759127,-0.10965717009311411,-0.012150106576532982,0.12510708746776644,-0.006059204103678846,0.2567216976063449,-0.043032846497806775,0.014158954572171306,0.15362996011694083,-0.013947376197482465,-0.0275068662848247,,,,0.02522559470266251,-0.009069319462956233,-0.09312445834635845,-0.021357607898508227,-0.12755307532678084,0.7388420333685702,0.24455282682181634,0.8765745191138089,0.8828090413683773,,-0.0058469890956859925,-0.0275068662848247,,0.12808412218046186,-0.07329648467806313,-0.048500148978260264,,0.14265624148316774,0.14411670451948777,-0.043386282878333585,1.0,,,,,,,0.03468585566715203,0.28693209463049707,0.19482738551561896,0.15218107379244047,0.34588333217500117,0.019571927372872402,0.12692620355169199,0.028961088170803492,0.09365711357562116,0.03630195827783431,0.07301197277181182,0.08917399393515826,0.1767337891850468,-0.07772298828200319,0.1266724345095148,0.22021990531158
Bwd Packet Length Std,-0.17298819252709682,0.22541309862951328,0.02447918893242743,0.12447950099298413,0.33970300067329007,0.07634654785397434,0.43516656536754866,-0.11628762494708586,-0.0020881668932754907,0.588660742490002,0.96714523103408,-0.07719721080717534,0.8598068334144262,1.0,-0.05629389458883777,-0.07967772243892868,-0.08872278868149869,0.022869074304316277,0.20611257443352912,-0.005395999854503163,0.22033382486208034,-0.06154284343555694,0.06325908741884641,0.20036156599261157,-0.00510046333094071,0.38142026695943787,-0.0013171888885068904,0.07229740988595534,0.21748436645484479,-0.03373571507485841,-0.03438550431466046,,,,0.022585160453086468,0.0016408998148343384,-0.07831751679703267,-0.019746212559825373,-0.11644535069108035,0.8410602460626934,0.2147664087516701,0.9197926947067678,0.8535579034963645,,-0.006000117600794525,-0.03438550431466046,,0.22820137946301808,-0.07460282012092215,-0.050972018840928786,,0.04438500118712805,0.12584179177690333,-0.0020881668932754656,0.8598068334144262,,,,,,,0.02447918893242743,0.33970300067328996,0.12447950099298415,0.07634654785397434,0.43649517100416635,0.04466601263600102,0.0962532649115017,0.025488502122239416,0.09824484247731212,0.05047908148400953,0.0854350295392541,0.086379231661515,0.25941299642322785,-0.060258615753774954,0.201307999379966,0.30611064563473556
Flow Bytes/s,0.3068822737239271,-0.15854644226378758,-0.00505125071213587,-0.013031706040223532,0.08573787341647157,-0.004313890219341841,0.4698515321205903,0.7507930882547039,0.7281267498910138,-0.041888417310356314,-0.06162760514515737,-0.08826770757950049,-0.06704577817644865,-0.05629389458883777,1.0,0.7450115534339969,-0.15582057812790856,-0.16385407101935065,-0.15105877823005984,-0.005371636375678529,-0.15736202227719168,-0.16471090975498914,-0.16179629274056637,-0.1495445778198178,-0.005077534080250786,-0.09517179221176084,-0.09798041182198604,-0.09958973448149798,-0.10016375081415878,-0.06388090097925962,-0.0363914464885559,,,,-0.08137774885994127,0.0033986588636700883,0.7527396451249018,-0.019144312317063324,0.7560755247046471,0.27107916127206766,0.70195254172758,-0.061203135067014434,-0.0392711234851974,,-0.007203376360106215,-0.0363914464885559,,-0.22330832767881018,-0.09357820400275327,-0.0703802214907247,,-0.12524025932594704,0.7591662696416946,0.7281267498910138,-0.06704577817644865,,,,,,,-0.00505125071213588,0.08573787341647154,-0.013031706040223532,-0.00431389021934184,-0.1404910518158242,-0.04187337627642124,-0.019940525845795157,-0.10788634021431359,-0.04067511162047354,-0.047258896060820524,-0.0515764006705408,-0.021228203608930914,-0.1369448178161594,-0.11261488906557504,-0.14719834150734645,-0.11695722475884707
Flow Packets/s,0.23541271444308054,-0.22456453413789845,-0.0070548677279199615,-0.01823220874756854,0.025257334049227434,-0.006182300293041372,0.2922685985477656,0.5064389862297339,0.4868645244499219,-0.049101715304378006,-0.08714077707484653,-0.12326210687871414,-0.09453057180515571,-0.07967772243892868,0.7450115534339969,1.0,-0.22070334771454758,-0.23208200274054136,-0.21395904874790364,-0.007608198500631553,-0.2228869728441173,-0.23329582820663197,-0.22916760031319508,-0.211814438361591,-0.00719157952133124,-0.13480108437574734,-0.13877903105277314,-0.14105850462006653,-0.14187165097936197,-0.08202341341532049,0.13177532636402414,,,,-0.08098464500303124,0.0048115140791731206,0.9950353161041536,0.12716611567908367,0.510353937668527,0.14267265528288875,0.46253422214722395,-0.08089886726021764,-0.05600261273384359,,0.023483585399981476,0.13177532636402414,,-0.3035346997006645,0.10694964812467857,-0.018882249397517408,,-0.14736992250458664,0.5131400888334721,0.4868645244499219,-0.09453057180515571,,,,,,,-0.007054867727919963,0.025257334049227444,-0.01823220874756854,-0.006182300293041373,-0.1206405602495522,-0.054367700440757734,-0.02882626856474557,-0.10799613273952476,-0.057612330387134626,-0.06693734526692449,-0.07305276989353299,-0.030067839779773238,-0.1939682853528573,-0.1595073587376406,-0.20849132456787822,-0.16565793668051831
Flow IAT Mean,-0.47616402607039987,0.6904503297812785,0.000982329472426708,-0.009194161450428309,-0.13082090870479088,-0.010382632613318444,-0.27500314487594013,-0.29863929728581046,-0.32195319640003617,-0.11095362557575811,-0.09525634044077054,-0.15824302278035712,-0.12511938613438778,-0.08872278868149869,-0.15582057812790856,-0.22070334771454758,1.0,0.9271477038677951,0.7280553258416903,0.17937580171307443,0.6901811715652647,0.9644445780171543,0.8781717970970124,0.7272482767639328,0.18006394557107386,0.199707641351585,0.36576839912919534,0.3518992780373622,0.28810595539452255,-0.040598949512890045,-0.100002413145556,,,,0.06269525880469057,0.009063577749167396,-0.21677577436246215,-0.056289371560986456,-0.2985405030743586,-0.23315030935050243,-0.3405928361447715,-0.13548795758535737,-0.0950283777024243,,-0.02090758905977238,-0.100002413145556,,0.6199376242031531,-0.24333970971851188,-0.18459206477820844,,-0.3058544330589506,-0.322846439410712,-0.32195319640003617,-0.12511938613438775,,,,,,,0.0009823294724267087,-0.13082090870479088,-0.009194161450428309,-0.010382632613318444,0.1425936561144775,-0.08004828491443218,0.029227341655688268,0.07002990501651582,0.07578980146826868,0.11096220600340957,0.10704085437015902,0.0257676924539648,0.654155000841156,0.6317704536205105,0.7223375308908556,0.5368346260291125
Flow IAT Std,-0.5029759456974013,0.7898234439798771,0.004837156706352363,0.010555273594803356,-0.07230447029018151,-0.004148936165168255,-0.20162999591630607,-0.31945515627180515,-0.32499787312137507,-0.018340405377228405,0.02514612068546515,-0.15846461492862596,-0.0438852289526271,0.022869074304316277,-0.16385407101935065,-0.23208200274054136,0.9271477038677951,1.0,0.8937561537259505,-0.009000747943999535,0.7888444372705562,0.9508151109829893,0.9876231032058562,0.8918764901117027,-0.008073847853272089,0.39618275263985575,0.4427635042704092,0.4707258681807533,0.47091320168244255,-0.04558806287511086,-0.06320692011452954,,,,0.06602294901631041,0.009118714821240227,-0.2279519650109301,-0.05919117700781378,-0.319433891524782,-0.12361172967871223,-0.32643826500914025,-0.027473732092321634,-0.019665984322377775,,-0.021980410614929113,-0.06320692011452954,,0.6388881999527118,-0.2352069367335855,-0.20543769160099642,,-0.29091398377917305,-0.317673422649461,-0.324997873121375,-0.0438852289526271,,,,,,,0.004837156706352363,-0.07230447029018154,0.010555273594803356,-0.004148936165168256,0.19820735627287295,-0.07465212458024667,0.04711360834363229,0.073846966918502,0.10382247690439093,0.15880059918330178,0.14486182705538933,0.02934546342122252,0.8445412880385659,0.6696888809930183,0.8919494075186939,0.7408978011513588
Flow IAT Max,-0.46025344045845656,0.8525766108071755,0.016110601856884198,0.0712831507006956,0.07776190232947772,0.030662266932384087,-0.03317303864182294,-0.29633224842651373,-0.27303200144011974,0.13415751352386895,0.2336529182872775,-0.14586646308458737,0.1311625295740663,0.20611257443352912,-0.15105877823005984,-0.21395904874790364,0.7280553258416903,0.8937561537259505,1.0,0.024898289728150693,0.8510814620638179,0.7925129082862272,0.9275837554582518,0.9977182067997395,0.025699161040627874,0.6218496765255772,0.4492892795214758,0.5397127438661635,0.6734774117253465,-0.05084880715542624,-0.025060329995619697,,,,0.060929640521526975,0.007764658551722959,-0.21015163976819462,-0.05456782639760632,-0.29638128908111167,0.09084673422830376,-0.23127782621610204,0.16857068910261797,0.13479261016758567,,-0.020295569912422953,-0.025060329995619697,,0.5763040416902906,-0.1980538470712979,-0.1880394821869247,,-0.21691997466977048,-0.24354423735328662,-0.27303200144011974,0.13116252957406635,,,,,,,0.016110601856884198,0.07776190232947774,0.07128315070069559,0.030662266932384087,0.2552700603510923,-0.06651604196234825,0.09356101739442527,0.0682447110728766,0.19542585699084486,0.23214511432300658,0.22534571685078275,0.08853834724355784,0.9686032567154959,0.6535269245531441,0.996501171053162,0.8878580534161786
Flow IAT Min,-0.003013902535642024,0.011176752115318852,-0.0003656241380865843,-0.0012404758928000437,0.00112429990772042,-0.00042213716149168407,-0.0006028415783156105,0.004162891760439919,0.003429395252389403,-0.0031453011075794632,-0.00584584603864251,-0.007590373427882553,-0.0062310005772469946,-0.005395999854503163,-0.005371636375678529,-0.007608198500631553,0.17937580171307443,-0.009000747943999535,0.024898289728150693,1.0,0.011245362165320544,0.13609797942868035,-0.009641004454302183,0.024961556520549412,0.9990056452649315,-0.009118241610591405,-0.009387361939758435,-0.00954154725912955,-0.009596563062228872,-0.006125107757259437,0.009647319979665876,,,,0.001973456781878205,0.00032563789266018913,-0.007472859042898406,-0.0019398992046435496,0.004242973755359411,-0.0034802494166348064,0.001993012799336533,-0.005351044094628637,-0.003917305297895432,,-0.0007256982609112066,0.009647319979665876,,-0.021403572054506333,0.03338799901875759,0.05176559026804187,,-0.009774254740636057,0.0021186658352801255,0.0034293952523894045,-0.0062310005772469946,,,,,,,-0.00036562413808658426,0.0011242999077204204,-0.0012404758928000437,-0.00042213716149168407,-0.01079088217898108,-0.0029353759922425954,-0.00120106610684498,0.0019051228933563875,0.06173455107682269,0.009137760372841598,0.03759978092383918,0.06491277310680409,-0.007304927788574498,-0.004173719707176116,-0.006877498513694906,-0.006991019136729792
Fwd IAT Total,-0.493989814903997,0.9992868073203567,0.019990801368354412,0.06987282511613463,0.0978085728423113,0.024933973490862682,-0.018775553751651488,-0.30885912851715536,-0.28430983338710264,0.16107083477673925,0.2452943505043235,-0.16158667348635244,0.11507983956759127,0.22033382486208034,-0.15736202227719168,-0.2228869728441173,0.6901811715652647,0.7888444372705562,0.8510814620638179,0.011245362165320544,1.0,0.7658023808895997,0.813776335895263,0.8538000376913235,0.01207969257463057,0.7507133320834188,0.536211440651212,0.5872762975571305,0.6678352207720902,-0.05778364330659282,-0.07629699584749938,,,,0.06350591750961,0.007587706277202186,-0.2189205761314202,-0.056845938241223325,-0.30879102694426797,0.09965636844781436,-0.24842465809270817,0.17877075911816181,0.14387948131682538,,-0.02121882109125859,-0.07629699584749938,,0.6066478912553301,-0.23300990066934327,-0.1980313880289956,,-0.26412939150217307,-0.25946211287142745,-0.2843098333871026,0.11507983956759127,,,,,,,0.019990801368354412,0.0978085728423113,0.06987282511613463,0.02493397349086268,0.2816210434592725,-0.08188697111032538,0.09854642115191364,0.07115737649973783,0.1744712265437919,0.2855591119375753,0.28215866324446054,0.04357069256215497,0.8182544924843833,0.5553943342154377,0.8534618680821444,0.7304384412593923
Fwd IAT Mean,-0.5016296654060948,0.7642681128215102,0.0023320503533838465,-0.0021481593719110195,-0.12122614381858927,-0.009782193193780936,-0.2650474164730499,-0.3182098909451885,-0.33754956975148676,-0.08742839253539089,-0.0660644557882773,-0.15915155630879296,-0.10965717009311411,-0.06154284343555694,-0.16471090975498914,-0.23329582820663197,0.9644445780171543,0.9508151109829893,0.7925129082862272,0.13609797942868035,0.7658023808895997,1.0,0.9345460395012762,0.7952202975205968,0.13709590756107032,0.3377261373759478,0.5046895015866723,0.493025284957855,0.43069450172144785,-0.04124168554577704,-0.09914762761809638,,,,0.06647295334528404,0.009441472805979423,-0.22914404480821232,-0.059502200531009374,-0.31810963128615705,-0.21277078093241938,-0.3533495774630943,-0.11138438316339039,-0.07954442206326237,,-0.02221105604685948,-0.09914762761809638,,0.658577399540285,-0.25081586547818757,-0.20006891740749413,,-0.3310275376797252,-0.3369368401094386,-0.33754956975148676,-0.10965717009311411,,,,,,,0.0023320503533838456,-0.12122614381858927,-0.0021481593719110182,-0.00978219319378093,0.16595885419189496,-0.10008100681019094,0.038150527132274945,0.07427956406237207,0.07910789602210103,0.14956493074540958,0.13314627640376187,0.008043651248146193,0.7162259272496062,0.6812842088377168,0.7900379539472215,0.5896173689484211
Fwd IAT Std,-0.4949181354372476,0.8125615570632845,0.006369881130336065,0.018755109730319613,-0.04631686736743141,-0.0012290332827920947,-0.16655563193885065,-0.3162081962323756,-0.3153895116914059,0.016273490739103447,0.06947175376675177,-0.15407445877935622,-0.012150106576532982,0.06325908741884641,-0.16179629274056637,-0.22916760031319508,0.8781717970970124,0.9876231032058562,0.9275837554582518,-0.009641004454302183,0.813776335895263,0.9345460395012762,1.0,0.9301458191493238,-0.008794392327599517,0.47166623152560694,0.4723809908510354,0.5146069395789005,0.5387652468421167,-0.04590631103230864,-0.05190778664054402,,,,0.06523978737202323,0.008858273409254878,-0.22508932373737803,-0.05844889579426777,-0.3161293755512055,-0.07797477408808974,-0.31001843316801697,0.013617887946143275,0.008430524469850069,,-0.021809539510863986,-0.05190778664054402,,0.6274775673595852,-0.22442189301579368,-0.20405357627466839,,-0.29420209839688266,-0.3050045869168561,-0.31538951169140583,-0.01215010657653299,,,,,,,0.0063698811303360674,-0.04631686736743142,0.018755109730319613,-0.0012290332827920942,0.21033151853938833,-0.09023382404925946,0.05423373523417718,0.07298922935927848,0.10773826074587824,0.175037449912467,0.15464492646364103,0.023375676536266668,0.8873484515940387,0.6666544189013366,0.9273723889002329,0.7901032483467161
Fwd IAT Max,-0.4561382001125706,0.8529805335346732,0.016020845642510006,0.0702707765824266,0.07507467371238112,0.02998466283206969,-0.035738388380839314,-0.2934046734775892,-0.2714354045777457,0.12834602242584797,0.22799975142589415,-0.14436978057457148,0.12510708746776644,0.20036156599261157,-0.1495445778198178,-0.211814438361591,0.7272482767639328,0.8918764901117027,0.9977182067997395,0.024961556520549412,0.8538000376913235,0.7952202975205968,0.9301458191493238,1.0,0.02577645801856237,0.6206109133444937,0.44699011407553596,0.5373458946303962,0.6708241433370836,-0.05026067794547289,-0.02475834271854166,,,,0.06031180004738431,0.007677446143782781,-0.208045109012161,-0.054021702938822344,-0.29331904557160204,0.08657313179902548,-0.23106844715004038,0.16231986499175396,0.12722203977103902,,-0.02015323266228488,-0.02475834271854166,,0.5712302512829299,-0.19672427239482837,-0.1869382851246581,,-0.2345356597010385,-0.24262060372196326,-0.2714354045777456,0.12510708746776644,,,,,,,0.01602084564251001,0.07507467371238112,0.0702707765824266,0.02998466283206969,0.24944649618148163,-0.08432421314803279,0.09370420005151738,0.06755628821679549,0.18384497545994,0.23270445439982623,0.21942731348547928,0.07438332083349809,0.9673107543512212,0.6552013586237706,0.9958590807990145,0.8858989352701041
Fwd IAT Min,-0.002109258369463578,0.012008331334543655,-0.0003341362478124754,-0.0011729411977128938,0.0014784794377741366,-0.0003991381682220035,0.00010818728787086313,0.004741324217758125,0.004129532318638991,-0.002599919089161332,-0.005578521878961834,-0.007924299018997983,-0.006059204103678846,-0.00510046333094071,-0.005077534080250786,-0.00719157952133124,0.18006394557107386,-0.008073847853272089,0.025699161040627874,0.9990056452649315,0.01207969257463057,0.13709590756107032,-0.008794392327599517,0.02577645801856237,1.0,-0.00861887132123267,-0.008873305616598775,-0.009019039514390917,-0.00907102005178707,-0.005666798521124981,0.01010918352348261,,,,0.0018534812954620165,0.00030777800275381484,-0.007063677746346494,-0.001833406737588394,0.004828025224808097,-0.0028922073619589562,0.0026716476191157297,-0.005006361791126784,-0.0037186785216326047,,-0.0006859568625137451,0.01010918352348261,,-0.020225635121373778,0.03058571640165706,0.047605852493854364,,-0.010328392206537333,0.002737181269199502,0.004129532318638992,-0.006059204103678846,,,,,,,-0.0003341362478124753,0.0014784794377741366,-0.0011729411977128936,-0.00039913816822200344,-0.011686965780475608,-0.0037854837967564734,-0.0010673862709704514,0.001771150559344702,0.061923252932672014,0.009380554157597734,0.03785436239640589,0.06499895666271414,-0.0065886452473921464,-0.003585425461072013,-0.006107963920290482,-0.0063789841764280725
Bwd IAT Total,-0.2868756467649057,0.7527478530567511,0.021826258541680656,0.1006298388811044,0.23161744730621608,0.03887752378712419,0.19422654867497302,-0.19078350778961578,-0.136947973345135,0.31687256357268095,0.41966505217668876,-0.099461242164846,0.2567216976063449,0.38142026695943787,-0.09517179221176084,-0.13480108437574734,0.199707641351585,0.39618275263985575,0.6218496765255772,-0.009118241610591405,0.7507133320834188,0.3377261373759478,0.47166623152560694,0.6206109133444937,-0.00861887132123267,1.0,0.631907918517348,0.7095542553207991,0.8501258452460192,-0.06557670517421647,-0.027023334367647214,,,,0.03842351222051436,0.00329261764823964,-0.13240238564976115,-0.034378575039292626,-0.19088918941444893,0.32798306240863073,-0.07401173085303882,0.359459321176438,0.27503336381537513,,-0.012805358686617335,-0.027023334367647214,,0.3732296244452211,-0.12009845968373492,-0.12008417142924803,,-0.08412883429197518,-0.10302276011296088,-0.136947973345135,0.2567216976063449,,,,,,,0.021826258541680656,0.2316174473062161,0.10062983888110441,0.03887752378712419,0.2919756380426744,-0.01592583352476825,0.10573928714293,0.04314797813655112,0.166151283248792,0.24588177036134615,0.255667379103479,0.05746771730275987,0.6392387236508221,0.25997631821890776,0.6228004931844083,0.622290176879259
Bwd IAT Mean,-0.2962447546891277,0.5375958380606948,0.003799681847524722,0.010539553289290434,-0.056298223414939216,-0.0052427007291355595,-0.13363385836338673,-0.19350781339364517,-0.19932736420844577,-0.021279196078953108,-0.0022833654314805066,-0.08254170018277576,-0.043032846497806775,-0.0013171888885068904,-0.09798041182198604,-0.13877903105277314,0.36576839912919534,0.4427635042704092,0.4492892795214758,-0.009387361939758435,0.536211440651212,0.5046895015866723,0.4723809908510354,0.44699011407553596,-0.008873305616598775,0.631907918517348,1.0,0.9775183753954417,0.8389404137076368,-0.06401292478277992,-0.06400319426466629,,,,0.039907688142512235,0.005426048510697325,-0.13630933346903,-0.03539520961977804,-0.19354500607113626,-0.09234027913602978,-0.2056754059574443,-0.033455082778727774,-0.027161463223587888,,-0.013162879540559396,-0.06400319426466629,,0.40708533254486184,-0.15041466815170196,-0.12324200116292514,,-0.16961776474953497,-0.1979821467311505,-0.19932736420844577,-0.043032846497806775,,,,,,,0.0037996818475247223,-0.056298223414939216,0.010539553289290435,-0.0052427007291355595,0.12252339724610041,-0.04664344152950463,0.03669871196046365,0.04463784926178144,0.05177854305861496,0.12835016128723592,0.1158073759347758,-0.006885585253254252,0.38694519733644667,0.3998479723822184,0.45063992246429907,0.2953367722185446
Bwd IAT Std,-0.30034944694930993,0.5887609246073441,0.006376121355531421,0.02292336390200162,-0.01199470791887206,-8.823419704404254e-05,-0.079910512461647,-0.19713281134861504,-0.19169041255010888,0.03677562384414242,0.07861622069944145,-0.08661171082631215,0.014158954572171306,0.07229740988595534,-0.09958973448149798,-0.14105850462006653,0.3518992780373622,0.4707258681807533,0.5397127438661635,-0.00954154725912955,0.5872762975571305,0.493025284957855,0.5146069395789005,0.5373458946303962,-0.009019039514390917,0.7095542553207991,0.9775183753954417,1.0,0.9208564567612282,-0.06579026838529159,-0.04891929479417385,,,,0.04050680972843396,0.005278826233757006,-0.13854825761693185,-0.035976424993522646,-0.19719156154715722,-0.014757471262602549,-0.1850855108638583,0.03879814075771394,0.02551708956058876,,-0.013392134934049862,-0.04891929479417385,,0.4082154494184774,-0.14635801530057493,-0.1253749711902895,,-0.15752220875233736,-0.18416812802404087,-0.19169041255010885,0.014158954572171298,,,,,,,0.006376121355531421,-0.011994707918872064,0.02292336390200162,-8.823419704404315e-05,0.15082419238952094,-0.04853258728814941,0.048537216129845066,0.04533740964583153,0.0801109255017904,0.1520852119615039,0.13926389341833056,0.010107576112613438,0.49600667533750026,0.39774610534298044,0.5409342428468787,0.4187332433628517
Bwd IAT Max,-0.3000832130658069,0.6697416670291543,0.01614406828378716,0.07542021702332904,0.10719639148887561,0.031009385246980874,0.04123090479253051,-0.1991604081594007,-0.17205345850919623,0.15352373784092468,0.24638124830056954,-0.09306391150431599,0.15362996011694083,0.21748436645484479,-0.10016375081415878,-0.14187165097936197,0.28810595539452255,0.47091320168244255,0.6734774117253465,-0.009596563062228872,0.6678352207720902,0.43069450172144785,0.5387652468421167,0.6708241433370836,-0.00907102005178707,0.8501258452460192,0.8389404137076368,0.9208564567612282,1.0,-0.06916241655642573,-0.025611809231783772,,,,0.04059464940495999,0.0047773151364223065,-0.13934707064931875,-0.03618244691271891,-0.19925605790057627,0.14790963571686758,-0.12879744243488425,0.19282588996394714,0.1502448378223836,,-0.013475896795597676,-0.025611809231783772,,0.3998444300050149,-0.13566183714847058,-0.1262624856777142,,-0.1152783292797703,-0.1445560568479198,-0.17205345850919623,0.15362996011694083,,,,,,,0.01614406828378716,0.10719639148887558,0.07542021702332904,0.031009385246980863,0.20747834180188707,-0.044380169577914914,0.08943421400495655,0.04551625416817436,0.1612742079779078,0.22105706039547512,0.21441364598624818,0.060939079349576326,0.6578253996550482,0.3894682189737212,0.6741324391250257,0.6052381766770603
Bwd IAT Min,-0.09487283177770935,-0.05829869866516426,-0.003678441303224921,-0.005947090648800519,-0.060198895675678335,-0.0037488930976199673,-0.11202668958165027,-0.11939165491748527,-0.1267547820133728,-0.041267485082494684,-0.030340848753462147,0.06253344116723714,-0.013947376197482465,-0.03373571507485841,-0.06388090097925962,-0.08202341341532049,-0.040598949512890045,-0.04558806287511086,-0.05084880715542624,-0.006125107757259437,-0.05778364330659282,-0.04124168554577704,-0.04590631103230864,-0.05026067794547289,-0.005666798521124981,-0.06557670517421647,-0.06401292478277992,-0.06579026838529159,-0.06916241655642573,1.0,-0.018979490044104423,,,,0.025178065320878646,-0.008878764806239465,-0.08488782134629239,0.022175782636032156,-0.12022586272518831,-0.08899334659942278,-0.1285160449019805,-0.03841333782033749,-0.028155088070045766,,-0.006239189208855328,-0.018979490044104423,,0.08580222630374104,0.015624238186355728,-0.0003971045927822323,,0.13368070914796487,-0.1226004548093208,-0.12675478201337284,-0.013947376197482467,,,,,,,-0.003678441303224921,-0.060198895675678335,-0.005947090648800519,-0.0037488930976199678,0.018838664489755273,0.007321376225574943,-0.01211446377803223,0.028097988126421895,-0.029787080980695654,-0.03376069184125596,-0.0372248568979932,-0.015873150520136832,-0.047577930853254374,-0.02857807614772792,-0.049400670368892056,-0.04383108126691555
